NoClstr,FinalLevelTax,NoSeqinTax,TaxonomyPath
94,S,1,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Lachnospiraceae; [G] Coprococcus; [S] Coprococcus sp. ART55/1;
94,S,4,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Lachnospiraceae; [G] Lachnospira; [S] Lachnospira eligens;
94,S,2,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Lachnospiraceae; [G] Pseudobutyrivibrio; [S] Pseudobutyrivibrio xylanivorans;
94,S,1,[D] Bacteria; [P] Planctomycetes; [C] Phycisphaerae; [O] Sedimentisphaerales; [F] Sedimentisphaeraceae; [G] Sedimentisphaera; [S] Sedimentisphaera cyanobacteriorum;
94,S,5,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Pseudomonadales; [F] Moraxellaceae; [G] Moraxella; [S] Moraxella bovoculi;
94,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Pseudomonadales; [F] Moraxellaceae; [G] Moraxella; [S] Moraxella ovis;
94,G,2,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Thiotrichales; [F] Francisellaceae; [G] Francisella;
94,S,4,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Thiotrichales; [F] Francisellaceae; [G] Francisella; [S] Francisella tularensis;
95,S,6,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Synechococcales; [F] Chamaesiphonaceae; [G] Chamaesiphon; [S] Chamaesiphon minutus;
96,S,20,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Corynebacteriales; [F] Mycobacteriaceae; [G] Mycobacterium; [S] Mycobacterium tuberculosis;
97,G,3,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Pseudonocardiales; [F] Pseudonocardiaceae; [G] Actinoalloteichus;
97,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Pseudonocardiales; [F] Pseudonocardiaceae; [G] Actinoalloteichus; [S] Actinoalloteichus hymeniacidonis;
97,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Pseudonocardiales; [F] Pseudonocardiaceae; [G] Actinoalloteichus; [S] Actinoalloteichus sp. GBA129-24;
98,S,10,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Burkholderiales; [F] unknown; [G] unknown; [S] Burkholderiales bacterium YL45;
99,S,3,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Neisseriales; [F] Chromobacteriaceae; [G] Aquaspirillum; [S] Aquaspirillum sp. LM1;
100,S,7,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Chroococcales; [F] Aphanothecaceae; [G] Gloeothece; [S] Gloeothece citriformis;
100,S,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Chroococcales; [F] Aphanothecaceae; [G] Rippkaea; [S] Rippkaea orientalis;
100,S,11,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Calotrichaceae; [G] Calothrix; [S] Calothrix parasitica;
101,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Aphanizomenonaceae; [G] Nodularia; [S] Nodularia spumigena;
101,S,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Calotrichaceae; [G] Calothrix; [S] Calothrix sp. NIES-2098;
101,S,7,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Nostoc; [S] Nostoc sp. CENA543;
101,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Nostoc; [S] Nostoc sp. NIES-4103;
103,S,5,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Chroococcales; [F] Chroococcaceae; [G] Geminocystis; [S] Geminocystis sp. NIES-3708;
103,S,4,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Chroococcidiopsidales; [F] Chroococcidiopsidaceae; [G] Chroococcidiopsis; [S] Chroococcidiopsis thermalis;
103,O,3,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales;
103,G,3,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Calotrichaceae; [G] Calothrix;
103,S,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Calotrichaceae; [G] Calothrix; [S] Calothrix brevissima;
103,S,3,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Nostoc; [S] Nostoc sp. NIES-2111;
103,S,3,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Nostoc; [S] Nostoc sp. NIES-4103;
103,S,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Nostoc; [S] Nostoc sp. PCC 7107;
103,S,4,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Nostoc; [S] Nostoc sphaeroides;
103,S,5,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Rivulariaceae; [G] Microchaete; [S] Microchaete diplosiphon;
103,S,9,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Scytonemataceae; [G] Scytonema; [S] Scytonema sp. NIES-4073;
103,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] unknown; [G] unknown; [S] Nostocales cyanobacterium HT-58-2;
103,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Oscillatoriales; [F] Gomontiellaceae; [G] Crinalium; [S] Crinalium epipsammum;
103,S,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Oscillatoriales; [F] Microcoleaceae; [G] Microcoleus; [S] Microcoleus sp. PCC 7113;
105,S,1,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Oscillospiraceae; [G] Oscillibacter; [S] Oscillibacter sp. PEA192;
105,S,1,[D] Bacteria; [P] Firmicutes; [C] Negativicutes; [O] Selenomonadales; [F] Selenomonadaceae; [G] Selenomonas; [S] Selenomonas sp. oral taxon 478;
105,S,1,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Burkholderiales; [F] Comamonadaceae; [G] Acidovorax; [S] Acidovorax cattleyae;
105,S,3,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Burkholderiales; [F] Comamonadaceae; [G] Delftia; [S] Delftia tsuruhatensis;
105,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Aeromonadales; [F] Aeromonadaceae; [G] Aeromonas; [S] Aeromonas veronii;
105,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Methylococcales; [F] Methylococcaceae; [G] Methylomicrobium; [S] Methylomicrobium alcaliphilum;
105,S,4,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Xanthomonadales; [F] Rhodanobacteraceae; [G] Dokdonella; [S] Dokdonella koreensis;
105,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Xanthomonadales; [F] Xanthomonadaceae; [G] Xanthomonas; [S] Xanthomonas oryzae;
105,S,1,[D] Bacteria; [P] Verrucomicrobia; [C] unknown; [O] unknown; [F] unknown; [G] unknown; [S] Verrucomicrobia bacterium S94;
105,S,1,[D] Bacteria; [P] Verrucomicrobia; [C] Verrucomicrobiae; [O] Verrucomicrobiales; [F] Akkermansiaceae; [G] Akkermansia; [S] Akkermansia muciniphila;
106,S,3,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhodospirillales; [F] Rhodospirillaceae; [G] Azospirillum; [S] Azospirillum lipoferum;
106,S,3,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhodospirillales; [F] Rhodospirillaceae; [G] Azospirillum; [S] Azospirillum sp. TSA2s;
106,S,6,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhodospirillales; [F] Rhodospirillaceae; [G] Azospirillum; [S] Azospirillum thermophilum;
106,S,1,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Desulfuromonadales; [F] Geobacteraceae; [G] Geobacter; [S] Geobacter sulfurreducens;
107,S,5,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Streptomycetales; [F] Streptomycetaceae; [G] Streptomyces; [S] Streptomyces albulus;
107,S,18,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Streptomycetales; [F] Streptomycetaceae; [G] Streptomyces; [S] Streptomyces lavendulae;
107,S,7,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Streptomycetales; [F] Streptomycetaceae; [G] Streptomyces; [S] Streptomyces leeuwenhoekii;
107,S,6,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Streptomycetales; [F] Streptomycetaceae; [G] Streptomyces; [S] Streptomyces sp. ETH9427;
107,S,10,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Streptomycetales; [F] Streptomycetaceae; [G] Streptomyces; [S] Streptomyces sp. GF20;
107,S,7,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Streptomycetales; [F] Streptomycetaceae; [G] Streptomyces; [S] Streptomyces sp. TLI_053;
108,S,4,[D] Bacteria; [P] Chloroflexi; [C] Ktedonobacteria; [O] Ktedonobacterales; [F] Ktedonosporobacteraceae; [G] Ktedonosporobacter; [S] Ktedonosporobacter rubrisoli;
109,S,7,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Alteromonadales; [F] Shewanellaceae; [G] Shewanella; [S] Shewanella decolorationis;
109,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Alteromonadales; [F] Shewanellaceae; [G] Shewanella; [S] Shewanella putrefaciens;
110,S,1,[D] Bacteria; [P] Chloroflexi; [C] Dehalococcoidia; [O] Dehalococcoidales; [F] Dehalococcoidaceae; [G] Dehalococcoides; [S] Dehalococcoides mccartyi;
110,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhizobiales; [F] Hyphomicrobiaceae; [G] Blastochloris; [S] Blastochloris viridis;
110,S,7,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Myxococcaceae; [G] Corallococcus; [S] Corallococcus macrosporus;
110,G,15,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Myxococcaceae; [G] Myxococcus;
110,S,10,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Myxococcaceae; [G] Myxococcus; [S] Myxococcus fulvus;
110,S,14,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Myxococcaceae; [G] Myxococcus; [S] Myxococcus hansupus;
110,S,5,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Myxococcaceae; [G] Myxococcus; [S] Myxococcus stipitatus;
110,S,63,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Myxococcaceae; [G] Myxococcus; [S] Myxococcus xanthus;
111,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Propionibacteriales; [F] Propionibacteriaceae; [G] Propionibacterium; [S] Propionibacterium freudenreichii;
112,S,1,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Polyangiaceae; [G] Chondromyces; [S] Chondromyces crocatus;
112,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Oceanospirillales; [F] Halomonadaceae; [G] Halomonas; [S] Halomonas beimenensis;
113,S,2,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhizobiales; [F] Hyphomicrobiaceae; [G] Hyphomicrobium; [S] Hyphomicrobium nitrativorans;
113,S,2,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Rhodocyclales; [F] Rhodocyclaceae; [G] Aromatoleum; [S] Aromatoleum aromaticum;
113,S,2,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Polyangiaceae; [G] Chondromyces; [S] Chondromyces crocatus;
114,S,6,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Neisseriales; [F] Neisseriaceae; [G] Vitreoscilla; [S] Vitreoscilla filiformis;
115,F,6,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae;
115,G,6,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Capnocytophaga;
115,S,6,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Flavobacterium; [S] Flavobacterium branchiophilum;
115,S,4,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Psychroflexus; [S] Psychroflexus torquis;
115,S,4,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Chryseobacterium; [S] Chryseobacterium taihuense;
115,S,21,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Riemerella; [S] Riemerella anatipestifer;
116,S,2,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Thiotrichales; [F] Francisellaceae; [G] Francisella; [S] Francisella hispaniensis;
116,S,9,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Thiotrichales; [F] Francisellaceae; [G] Francisella; [S] Francisella tularensis;
117,S,5,[D] Bacteria; [P] Deinococcus-Thermus; [C] Deinococci; [O] Thermales; [F] Thermaceae; [G] Thermus; [S] Thermus thermophilus;
118,S,1,[D] Bacteria; [P] Deinococcus-Thermus; [C] Deinococci; [O] Thermales; [F] Thermaceae; [G] Thermus; [S] Thermus sp. CCB_US3_UF1;
119,S,7,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Legionellales; [F] Legionellaceae; [G] Legionella; [S] Legionella pneumophila;
120,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Vibrionales; [F] Vibrionaceae; [G] Vibrio; [S] Vibrio natriegens;
121,S,2,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Burkholderiales; [F] Comamonadaceae; [G] Candidatus Symbiobacter; [S] Candidatus Symbiobacter mobilis;
121,S,5,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Alteromonadales; [F] Colwelliaceae; [G] Colwellia; [S] Colwellia sp. PAMC 20917;
121,S,3,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Pasteurellales; [F] Pasteurellaceae; [G] Basfia; [S] [Mannheimia] succiniciproducens;
121,S,12,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Pasteurellales; [F] Pasteurellaceae; [G] unknown; [S] [Pasteurella] aerogenes;
122,S,2,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Campylobacteraceae; [G] Campylobacter; [S] Campylobacter gracilis;
123,S,12,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Porphyromonadaceae; [G] Porphyromonas; [S] Porphyromonas gingivalis;
125,S,1,[D] Bacteria; [P] Fusobacteria; [C] Fusobacteriia; [O] Fusobacteriales; [F] Fusobacteriaceae; [G] Fusobacterium; [S] Fusobacterium hwasookii;
126,S,9,[D] Bacteria; [P] Fusobacteria; [C] Fusobacteriia; [O] Fusobacteriales; [F] Fusobacteriaceae; [G] Fusobacterium; [S] Fusobacterium necrophorum;
127,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Methylococcales; [F] Methylococcaceae; [G] Methylomonas; [S] Methylomonas rhizoryzae;
128,G,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Synechococcales; [F] Merismopediaceae; [G] Synechocystis;
129,G,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Calotrichaceae; [G] Calothrix;
129,S,4,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Synechococcales; [F] Leptolyngbyaceae; [G] Leptolyngbya; [S] Leptolyngbya sp. NIES-3755;
129,G,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Synechococcales; [F] Merismopediaceae; [G] Synechocystis;
130,G,14,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Staphylococcaceae; [G] Staphylococcus;
130,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Staphylococcaceae; [G] Staphylococcus; [S] Staphylococcus aureus;
130,S,6,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Staphylococcaceae; [G] Staphylococcus; [S] Staphylococcus epidermidis;
130,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Staphylococcaceae; [G] Staphylococcus; [S] Staphylococcus equorum;
130,S,4,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Staphylococcaceae; [G] Staphylococcus; [S] Staphylococcus lugdunensis;
131,S,5,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus anginosus;
131,S,6,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus equinus;
131,S,3,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus thermophilus;
132,S,3,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Enterococcaceae; [G] Enterococcus; [S] Enterococcus faecalis;
133,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Enterococcaceae; [G] Enterococcus; [S] Enterococcus hirae;
133,S,4,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Ligilactobacillus; [S] Lactobacillus animalis;
133,S,4,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus equi;
133,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus uberis;
134,S,4,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Rubrobacteria; [O] Rubrobacterales; [F] Rubrobacteraceae; [G] Rubrobacter; [S] Rubrobacter indicoceani;
134,S,3,[D] Bacteria; [P] Deinococcus-Thermus; [C] Deinococci; [O] Thermales; [F] Thermaceae; [G] Meiothermus; [S] Meiothermus ruber;
134,S,6,[D] Bacteria; [P] Deinococcus-Thermus; [C] Deinococci; [O] Thermales; [F] Thermaceae; [G] Meiothermus; [S] Meiothermus taiwanensis;
134,G,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Bacillaceae; [G] Geobacillus;
134,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Bacillaceae; [G] Geobacillus; [S] Geobacillus sp. 12AMOR1;
134,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Bacillaceae; [G] Geobacillus; [S] Geobacillus sp. LC300;
134,S,3,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Symbiobacteriaceae; [G] Symbiobacterium; [S] Symbiobacterium thermophilum;
135,S,6,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Thermoanaerobacterales; [F] Thermoanaerobacteraceae; [G] Moorella; [S] Moorella thermoacetica;
135,S,1,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Nitrosomonadales; [F] Nitrosomonadaceae; [G] Nitrosomonas; [S] Nitrosomonas europaea;
136,S,35,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Limosilactobacillus; [S] Limosilactobacillus fermentum;
137,S,25,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Actinomyces; [S] Actinomyces oris;
137,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Schaalia; [S] Schaalia cardiffensis;
137,S,3,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Schaalia; [S] Schaalia meyeri;
137,S,12,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Schaalia; [S] Schaalia odontolytica;
138,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Schaalia; [S] Schaalia odontolytica;
139,S,11,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Propionibacteriales; [F] Propionibacteriaceae; [G] Arachnia; [S] Pseudopropionibacterium propionicum;
139,S,1,[D] Bacteria; [P] Cyanobacteria; [C] Gloeobacteria; [O] Gloeobacterales; [F] Gloeobacteraceae; [G] Gloeobacter; [S] Gloeobacter kilaueensis;
140,S,5,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Micromonosporales; [F] Micromonosporaceae; [G] Micromonospora; [S] Micromonospora rifamycinica;
140,S,9,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Micromonosporales; [F] Micromonosporaceae; [G] Micromonospora; [S] Micromonospora viridifaciens;
141,S,2,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Micrococcales; [F] Micrococcaceae; [G] Rothia; [S] Rothia aeria;
141,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Micrococcales; [F] Micrococcaceae; [G] Rothia; [S] Rothia dentocariosa;
142,S,1,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Desulfobacterales; [F] Desulfobacteraceae; [G] Desulfobacter; [S] Desulfobacter hydrogenophilus;
143,S,3,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] unknown; [F] unknown; [G] unknown; [S] Bathymodiolus thermophilus thioautotrophic gill symbiont;
144,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Bacteroidaceae; [G] Bacteroides; [S] Bacteroides heparinolyticus;
144,G,9,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Prevotellaceae; [G] Prevotella;
144,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Prevotellaceae; [G] Prevotella; [S] Prevotella denticola;
144,S,11,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Prevotellaceae; [G] Prevotella; [S] Prevotella melaninogenica;
144,S,14,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Prevotellaceae; [G] Prevotella; [S] Prevotella scopos;
144,S,1,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Halanaerobiales; [F] Halanaerobiaceae; [G] Halanaerobium; [S] Halanaerobium hydrogeniformans;
145,S,4,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Campylobacteraceae; [G] Arcobacter; [S] Arcobacter skirrowii;
145,S,1,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Campylobacteraceae; [G] Arcobacter; [S] Arcobacter thereius;
145,S,1,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Helicobacteraceae; [G] Helicobacter; [S] Helicobacter pullorum;
145,S,2,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Thiovulaceae; [G] Sulfurimonas; [S] Sulfurimonas sp. NW10;
146,S,1,[D] Bacteria; [P] Bacteroidetes; [C] unknown; [O] Bacteroidetes Order II. Incertae sedis; [F] Rhodothermaceae; [G] Rhodothermus; [S] Rhodothermus marinus;
147,S,5,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Synechococcales; [F] Synechococcaceae; [G] Synechococcus; [S] Synechococcus sp. WH 8020;
148,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhodobacterales; [F] Rhodobacteraceae; [G] Rhodovulum; [S] Rhodovulum sulfidophilum;
149,S,12,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Porphyromonadaceae; [G] Porphyromonas; [S] Porphyromonas cangingivalis;
150,S,4,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Thermoactinomycetaceae; [G] Laceyella; [S] Laceyella sacchari;
150,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Thermoactinomycetaceae; [G] Staphylospora; [S] Staphylospora marina;
151,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Thermoactinomycetaceae; [G] Laceyella; [S] Laceyella sacchari;
152,S,4,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Syntrophobacterales; [F] Syntrophaceae; [G] Desulfobacca; [S] Desulfobacca acetoxidans;
152,S,2,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Thiotrichales; [F] Thiotrichaceae; [G] Thioploca; [S] Thioploca ingrica;
153,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Chroococcales; [F] Aphanothecaceae; [G] Rippkaea; [S] Rippkaea orientalis;
153,S,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Aphanizomenonaceae; [G] Anabaenopsis; [S] Anabaenopsis circularis;
153,S,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Nostoc; [S] Nostoc carneum;
153,S,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Nostoc; [S] Nostoc sp. HK-01;
153,S,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Nostoc; [S] Nostoc sp. NIES-3756;
154,S,3,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Rubrobacteria; [O] Rubrobacterales; [F] Rubrobacteraceae; [G] Rubrobacter; [S] Rubrobacter radiotolerans;
