NoClstr,FinalLevelTax,NoSeqinTax,TaxonomyPath
110,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhizobiales; [F] Hyphomicrobiaceae; [G] Blastochloris; [S] Blastochloris viridis;
110,S,1,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Burkholderiales; [F] Comamonadaceae; [G] Acidovorax; [S] Acidovorax avenae;
110,C,7,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria;
110,F,3,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Myxococcaceae;
110,S,1,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Myxococcaceae; [G] Corallococcus; [S] Corallococcus macrosporus;
110,G,96,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Myxococcaceae; [G] Myxococcus;
110,S,3,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Myxococcaceae; [G] Myxococcus; [S] Myxococcus hansupus;
110,S,12,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Myxococcaceae; [G] Myxococcus; [S] Myxococcus stipitatus;
110,S,7,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Myxococcaceae; [G] Myxococcus; [S] Myxococcus xanthus;
110,C,3,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria;
110,S,5,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Enterobacterales; [F] Pectobacteriaceae; [G] Dickeya; [S] Dickeya dadantii;
110,S,7,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Pasteurellales; [F] Pasteurellaceae; [G] Glaesserella; [S] Glaesserella sp. 15-184;
111,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Propionibacteriales; [F] Propionibacteriaceae; [G] Propionibacterium; [S] Propionibacterium freudenreichii;
111,S,6,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Isosphaerales; [F] Isosphaeraceae; [G] Tautonia; [S] Tautonia plasticadhaerens;
111,P,2,[D] Bacteria; [P] Proteobacteria;
111,O,10,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Desulfuromonadales;
111,S,3,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Desulfuromonadales; [F] Desulfuromonadaceae; [G] Pelobacter; [S] Pelobacter carbinolicus;
111,S,2,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Polyangiaceae; [G] Chondromyces; [S] Chondromyces crocatus;
112,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Streptomycetales; [F] Streptomycetaceae; [G] Streptomyces; [S] Streptomyces paludis;
112,S,5,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Polyangiaceae; [G] Chondromyces; [S] Chondromyces crocatus;
112,C,2,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria;
112,S,5,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Oceanospirillales; [F] Halomonadaceae; [G] Halomonas; [S] Halomonas beimenensis;
112,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Oceanospirillales; [F] Halomonadaceae; [G] Halomonas; [S] Halomonas sp. 1513;
113,D,15,[D] Bacteria;
113,S,4,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Bifidobacteriales; [F] Bifidobacteriaceae; [G] Bifidobacterium; [S] Bifidobacterium breve;
113,S,5,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Bifidobacteriales; [F] Bifidobacteriaceae; [G] Bifidobacterium; [S] Bifidobacterium thermophilum;
113,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Coriobacteriia; [O] Coriobacteriales; [F] Coriobacteriaceae; [G] unknown; [S] Coriobacteriaceae bacterium 68-1-3;
113,S,3,[D] Bacteria; [P] Chloroflexi; [C] Anaerolineae; [O] Anaerolineales; [F] Anaerolineaceae; [G] Anaerolinea; [S] Anaerolinea thermophila;
113,G,1,[D] Bacteria; [P] Chloroflexi; [C] Chloroflexia; [O] Chloroflexales; [F] Roseiflexaceae; [G] Roseiflexus;
113,P,2,[D] Bacteria; [P] Firmicutes;
113,C,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli;
113,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Paenibacillaceae; [G] Paenibacillus; [S] Paenibacillus sp. B01;
113,S,4,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Lachnospiraceae; [G] Enterocloster; [S] Enterocloster bolteae;
113,S,9,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Ruminococcaceae; [G] Faecalibacterium; [S] Faecalibacterium prausnitzii;
113,S,1,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Ruminococcaceae; [G] Flavonifractor; [S] Flavonifractor plautii;
113,S,9,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Ruminococcaceae; [G] unknown; [S] [Eubacterium] siraeum;
113,S,1,[D] Bacteria; [P] Firmicutes; [C] Negativicutes; [O] Acidaminococcales; [F] Acidaminococcaceae; [G] Acidaminococcus; [S] Acidaminococcus fermentans;
113,S,3,[D] Bacteria; [P] Planctomycetes; [C] Planctomycetia; [O] Planctomycetales; [F] Planctomycetaceae; [G] Alienimonas; [S] Alienimonas californiensis;
113,P,3,[D] Bacteria; [P] Proteobacteria;
113,C,9,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria;
113,O,11,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhizobiales;
113,S,2,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhizobiales; [F] Methylobacteriaceae; [G] Methylobacterium; [S] Methylobacterium nodulans;
113,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhizobiales; [F] Methylobacteriaceae; [G] Methylobacterium; [S] Methylobacterium sp. 4-46;
113,F,3,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhodobacterales; [F] Rhodobacteraceae;
113,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhodobacterales; [F] Rhodobacteraceae; [G] Paracoccus; [S] Paracoccus contaminans;
113,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhodobacterales; [F] Rhodobacteraceae; [G] Stappia; [S] Stappia indica;
113,S,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhodospirillales; [F] Rhodospirillaceae; [G] Niveispirillum; [S] Niveispirillum cyanobacteriorum;
113,S,10,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Burkholderiales; [F] Burkholderiaceae; [G] Burkholderia; [S] Burkholderia sp. PAMC 26561;
113,S,1,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Burkholderiales; [F] Comamonadaceae; [G] Acidovorax; [S] Acidovorax avenae;
113,S,2,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Rhodocyclales; [F] Rhodocyclaceae; [G] Aromatoleum; [S] Aromatoleum aromaticum;
113,F,3,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Desulfovibrionales; [F] Desulfovibrionaceae;
113,S,2,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Desulfovibrionales; [F] Desulfovibrionaceae; [G] Desulfovibrio; [S] Desulfovibrio sp. IOR2;
113,S,2,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Myxococcales; [F] Polyangiaceae; [G] Chondromyces; [S] Chondromyces crocatus;
113,S,8,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Aeromonadales; [F] Aeromonadaceae; [G] Aeromonas; [S] Aeromonas caviae;
114,S,6,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Neisseriales; [F] Neisseriaceae; [G] Vitreoscilla; [S] Vitreoscilla filiformis;
115,D,3,[D] Bacteria;
115,F,10,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae;
115,G,6,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Capnocytophaga;
115,S,3,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Flavobacteriaceae; [G] Flavobacterium; [S] Flavobacterium branchiophilum;
115,S,4,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Chryseobacterium; [S] Chryseobacterium taihuense;
115,S,21,[D] Bacteria; [P] Bacteroidetes; [C] Flavobacteriia; [O] Flavobacteriales; [F] Weeksellaceae; [G] Riemerella; [S] Riemerella anatipestifer;
116,G,2,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Thiotrichales; [F] Francisellaceae; [G] Francisella;
116,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Thiotrichales; [F] Francisellaceae; [G] Francisella; [S] Francisella hispaniensis;
116,S,9,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Thiotrichales; [F] Francisellaceae; [G] Francisella; [S] Francisella tularensis;
117,S,3,[D] Bacteria; [P] Deinococcus-Thermus; [C] Deinococci; [O] Thermales; [F] Thermaceae; [G] Thermus; [S] Thermus brockianus;
117,S,10,[D] Bacteria; [P] Deinococcus-Thermus; [C] Deinococci; [O] Thermales; [F] Thermaceae; [G] Thermus; [S] Thermus thermophilus;
117,S,1,[D] Bacteria; [P] Nitrospirae; [C] Nitrospira <class>; [O] Nitrospirales; [F] Nitrospiraceae; [G] Nitrospira; [S] Candidatus Nitrospira inopinata;
118,S,9,[D] Bacteria; [P] Deinococcus-Thermus; [C] Deinococci; [O] Thermales; [F] Thermaceae; [G] Thermus; [S] Thermus aquaticus;
118,S,9,[D] Bacteria; [P] Deinococcus-Thermus; [C] Deinococci; [O] Thermales; [F] Thermaceae; [G] Thermus; [S] Thermus sp. CCB_US3_UF1;
118,S,25,[D] Bacteria; [P] Deinococcus-Thermus; [C] Deinococci; [O] Thermales; [F] Thermaceae; [G] Thermus; [S] Thermus thermophilus;
119,S,8,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Legionellales; [F] Legionellaceae; [G] Legionella; [S] Legionella pneumophila;
120,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Vibrionales; [F] Vibrionaceae; [G] Vibrio; [S] Vibrio natriegens;
121,S,2,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Burkholderiales; [F] Comamonadaceae; [G] Candidatus Symbiobacter; [S] Candidatus Symbiobacter mobilis;
121,S,6,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Alteromonadales; [F] Colwelliaceae; [G] Colwellia; [S] Colwellia sp. PAMC 20917;
121,S,3,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Pasteurellales; [F] Pasteurellaceae; [G] Basfia; [S] [Mannheimia] succiniciproducens;
121,S,14,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Pasteurellales; [F] Pasteurellaceae; [G] unknown; [S] [Pasteurella] aerogenes;
122,S,1,[D] Bacteria; [P] Deferribacteres <phylum>; [C] Deferribacteres; [O] Deferribacterales; [F] Deferribacteraceae; [G] Flexistipes; [S] Flexistipes sinusarabici;
122,S,14,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Campylobacteraceae; [G] Campylobacter; [S] Campylobacter gracilis;
122,S,6,[D] Bacteria; [P] Thermotogae <phylum>; [C] Thermotogae; [O] Kosmotogales; [F] Kosmotogaceae; [G] Kosmotoga; [S] Kosmotoga olearia;
123,S,12,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Porphyromonadaceae; [G] Porphyromonas; [S] Porphyromonas gingivalis;
124,S,1,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Helicobacteraceae; [G] Wolinella; [S] Wolinella succinogenes;
125,G,18,[D] Bacteria; [P] Fusobacteria; [C] Fusobacteriia; [O] Fusobacteriales; [F] Fusobacteriaceae; [G] Fusobacterium;
125,S,16,[D] Bacteria; [P] Fusobacteria; [C] Fusobacteriia; [O] Fusobacteriales; [F] Fusobacteriaceae; [G] Fusobacterium; [S] Fusobacterium hwasookii;
126,S,12,[D] Bacteria; [P] Fusobacteria; [C] Fusobacteriia; [O] Fusobacteriales; [F] Fusobacteriaceae; [G] Fusobacterium; [S] Fusobacterium necrophorum;
127,S,2,[D] Bacteria; [P] Planctomycetes; [C] unknown; [O] unknown; [F] unknown; [G] unknown; [S] Planctomycetes bacterium K22_7;
127,S,2,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhizobiales; [F] Hyphomicrobiaceae; [G] Blastochloris; [S] Blastochloris tepida;
127,S,4,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhizobiales; [F] Hyphomicrobiaceae; [G] Blastochloris; [S] Blastochloris viridis;
127,S,2,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhodospirillales; [F] Rhodospirillaceae; [G] Azospirillum; [S] Azospirillum lipoferum;
127,S,1,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Methylococcales; [F] Methylococcaceae; [G] Methylomonas; [S] Methylomonas rhizoryzae;
128,G,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Synechococcales; [F] Merismopediaceae; [G] Synechocystis;
129,G,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Calotrichaceae; [G] Calothrix;
129,S,5,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Synechococcales; [F] Leptolyngbyaceae; [G] Leptolyngbya; [S] Leptolyngbya sp. NIES-3755;
129,G,1,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Synechococcales; [F] Merismopediaceae; [G] Synechocystis;
130,G,28,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Staphylococcaceae; [G] Staphylococcus;
130,S,9,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Staphylococcaceae; [G] Staphylococcus; [S] Staphylococcus epidermidis;
130,S,9,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Staphylococcaceae; [G] Staphylococcus; [S] Staphylococcus lugdunensis;
131,G,10,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus;
131,S,6,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus anginosus;
131,S,3,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus equinus;
131,S,26,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus thermophilus;
132,S,3,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Enterococcaceae; [G] Enterococcus; [S] Enterococcus faecalis;
133,F,3,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Enterococcaceae;
133,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Enterococcaceae; [G] Enterococcus; [S] Enterococcus hirae;
133,G,4,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Ligilactobacillus;
133,G,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus;
133,S,4,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Streptococcaceae; [G] Streptococcus; [S] Streptococcus equi;
134,S,4,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Rubrobacteria; [O] Rubrobacterales; [F] Rubrobacteraceae; [G] Rubrobacter; [S] Rubrobacter indicoceani;
134,G,9,[D] Bacteria; [P] Deinococcus-Thermus; [C] Deinococci; [O] Thermales; [F] Thermaceae; [G] Meiothermus;
134,S,1,[D] Bacteria; [P] Deinococcus-Thermus; [C] Deinococci; [O] Thermales; [F] Thermaceae; [G] Meiothermus; [S] Meiothermus ruber;
134,S,2,[D] Bacteria; [P] Deinococcus-Thermus; [C] Deinococci; [O] Thermales; [F] Thermaceae; [G] Meiothermus; [S] Meiothermus taiwanensis;
134,G,4,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Bacillaceae; [G] Geobacillus;
134,S,3,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Clostridiales; [F] Symbiobacteriaceae; [G] Symbiobacterium; [S] Symbiobacterium thermophilum;
135,S,6,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Thermoanaerobacterales; [F] Thermoanaerobacteraceae; [G] Moorella; [S] Moorella thermoacetica;
135,S,1,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Nitrosomonadales; [F] Nitrosomonadaceae; [G] Nitrosomonas; [S] Nitrosomonas europaea;
136,S,35,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Lactobacillales; [F] Lactobacillaceae; [G] Limosilactobacillus; [S] Limosilactobacillus fermentum;
137,F,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae;
137,G,20,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Actinomyces;
137,S,1,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Actinomyces; [S] Actinomyces naeslundii;
137,S,10,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Actinomyces; [S] Actinomyces oris;
137,S,10,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Schaalia; [S] Schaalia meyeri;
137,S,61,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Schaalia; [S] Schaalia odontolytica;
138,S,3,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Actinomycetales; [F] Actinomycetaceae; [G] Schaalia; [S] Schaalia odontolytica;
139,S,14,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Propionibacteriales; [F] Propionibacteriaceae; [G] Arachnia; [S] Pseudopropionibacterium propionicum;
139,S,2,[D] Bacteria; [P] Cyanobacteria; [C] Gloeobacteria; [O] Gloeobacterales; [F] Gloeobacteraceae; [G] Gloeobacter; [S] Gloeobacter kilaueensis;
139,S,1,[D] Bacteria; [P] Planctomycetes; [C] Candidatus Brocadiae; [O] Candidatus Brocadiales; [F] Candidatus Brocadiaceae; [G] Candidatus Kuenenia; [S] Candidatus Kuenenia stuttgartiensis;
140,G,22,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Micromonosporales; [F] Micromonosporaceae; [G] Micromonospora;
140,S,7,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Micromonosporales; [F] Micromonosporaceae; [G] Micromonospora; [S] Micromonospora rifamycinica;
140,S,18,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Micromonosporales; [F] Micromonosporaceae; [G] Micromonospora; [S] Micromonospora viridifaciens;
141,G,3,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Micrococcales; [F] Micrococcaceae; [G] Rothia;
141,S,18,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Actinobacteria; [O] Micrococcales; [F] Micrococcaceae; [G] Rothia; [S] Rothia dentocariosa;
142,S,6,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Desulfobacterales; [F] Desulfobacteraceae; [G] Desulfobacter; [S] Desulfobacter hydrogenophilus;
143,S,3,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] unknown; [F] unknown; [G] unknown; [S] Bathymodiolus thermophilus thioautotrophic gill symbiont;
144,S,2,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Bacteroidaceae; [G] Bacteroides; [S] Bacteroides heparinolyticus;
144,G,37,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Prevotellaceae; [G] Prevotella;
144,S,3,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Prevotellaceae; [G] Prevotella; [S] Prevotella denticola;
144,S,1,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Prevotellaceae; [G] Prevotella; [S] Prevotella scopos;
144,S,1,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Halanaerobiales; [F] Halanaerobiaceae; [G] Halanaerobium; [S] Halanaerobium hydrogeniformans;
145,S,13,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Campylobacteraceae; [G] Arcobacter; [S] Arcobacter skirrowii;
145,S,3,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Campylobacteraceae; [G] Arcobacter; [S] Arcobacter thereius;
145,S,5,[D] Bacteria; [P] Proteobacteria; [C] Epsilonproteobacteria; [O] Campylobacterales; [F] Helicobacteraceae; [G] Helicobacter; [S] Helicobacter pullorum;
145,S,5,[D] Bacteria; [P] Spirochaetes; [C] Spirochaetia; [O] Spirochaetales; [F] Spirochaetaceae; [G] Treponema; [S] Treponema succinifaciens;
146,S,9,[D] Bacteria; [P] Bacteroidetes; [C] unknown; [O] Bacteroidetes Order II. Incertae sedis; [F] Rhodothermaceae; [G] Rhodothermus; [S] Rhodothermus marinus;
147,S,5,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Synechococcales; [F] Synechococcaceae; [G] Synechococcus; [S] Synechococcus sp. WH 8020;
148,S,2,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Rhodobacterales; [F] Rhodobacteraceae; [G] Rhodovulum; [S] Rhodovulum sulfidophilum;
149,S,16,[D] Bacteria; [P] Bacteroidetes; [C] Bacteroidia; [O] Bacteroidales; [F] Porphyromonadaceae; [G] Porphyromonas; [S] Porphyromonas cangingivalis;
150,D,1,[D] Bacteria;
150,S,7,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Thermoactinomycetaceae; [G] Laceyella; [S] Laceyella sacchari;
150,S,2,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Thermoactinomycetaceae; [G] Staphylospora; [S] Staphylospora marina;
150,S,1,[D] Bacteria; [P] Firmicutes; [C] Clostridia; [O] Thermoanaerobacterales; [F] Thermoanaerobacteraceae; [G] Thermacetogenium; [S] Thermacetogenium phaeum;
150,S,3,[D] Bacteria; [P] Firmicutes; [C] Tissierellia; [O] Tissierellales; [F] Tissierellaceae; [G] Tissierella; [S] Tissierellia sp. JN-28;
150,S,1,[D] Bacteria; [P] Thermotogae <phylum>; [C] Thermotogae; [O] Kosmotogales; [F] Kosmotogaceae; [G] Kosmotoga; [S] Kosmotoga olearia;
150,G,2,[D] Bacteria; [P] Thermotogae <phylum>; [C] Thermotogae; [O] Thermotogales; [F] Thermotogaceae; [G] Thermotoga;
151,S,1,[D] Bacteria; [P] Firmicutes; [C] Bacilli; [O] Bacillales; [F] Thermoactinomycetaceae; [G] Laceyella; [S] Laceyella sacchari;
152,S,5,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Syntrophobacterales; [F] Syntrophaceae; [G] Desulfobacca; [S] Desulfobacca acetoxidans;
152,S,4,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Thiotrichales; [F] Thiotrichaceae; [G] Thioploca; [S] Thioploca ingrica;
153,P,3,[D] Bacteria; [P] Cyanobacteria;
153,F,8,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae;
153,G,2,[D] Bacteria; [P] Cyanobacteria; [C] unknown; [O] Nostocales; [F] Nostocaceae; [G] Nostoc;
154,S,6,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Rubrobacteria; [O] Rubrobacterales; [F] Rubrobacteraceae; [G] Rubrobacter; [S] Rubrobacter radiotolerans;
155,S,4,[D] Bacteria; [P] Actinobacteria <actinobacteria>; [C] Rubrobacteria; [O] Rubrobacterales; [F] Rubrobacteraceae; [G] Rubrobacter; [S] Rubrobacter radiotolerans;
156,D,2,[D] Bacteria;
156,P,1,[D] Bacteria; [P] Proteobacteria;
156,G,1,[D] Bacteria; [P] Proteobacteria; [C] Alphaproteobacteria; [O] Magnetococcales; [F] Magnetococcaceae; [G] Magnetococcus;
156,S,3,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Nitrosomonadales; [F] Nitrosomonadaceae; [G] Nitrosomonas; [S] Nitrosomonas communis;
156,S,1,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Nitrosomonadales; [F] Sterolibacteriaceae; [G] Denitratisoma; [S] Denitratisoma sp. DHT3;
156,S,1,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Rhodocyclales; [F] Rhodocyclaceae; [G] Rugosibacter; [S] Rugosibacter aromaticivorans;
156,S,3,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Desulfuromonadales; [F] Geobacteraceae; [G] Geobacter; [S] Geobacter metallireducens;
157,S,8,[D] Bacteria; [P] Deferribacteres <phylum>; [C] Deferribacteres; [O] Deferribacterales; [F] Deferribacteraceae; [G] Flexistipes; [S] Flexistipes sinusarabici;
157,S,2,[D] Bacteria; [P] Proteobacteria; [C] Betaproteobacteria; [O] Nitrosomonadales; [F] Nitrosomonadaceae; [G] Nitrosomonas; [S] Nitrosomonas ureae;
157,S,6,[D] Bacteria; [P] Proteobacteria; [C] Deltaproteobacteria; [O] Desulfobacterales; [F] Desulfobulbaceae; [G] Desulfobulbus; [S] Desulfobulbus oralis;
157,S,2,[D] Bacteria; [P] Proteobacteria; [C] Gammaproteobacteria; [O] Acidiferrobacterales; [F] Acidiferrobacteraceae; [G] Acidiferrobacter; [S] Acidiferrobacter sp. SPIII_3;
